,Answers,BERT,DistilBERT,Gold_1,Gold_2,BERT_METEOR,DistilBERT_METEOR,BERT_GLEU,DistilBERT_GLEU
2233,['lost their bags.'],left our bags with tux for tomorrows and got in too late for nba dunk,got in too late for nba dunk,lost their bags.,,0.0,0.0,0.018518518518518517,0.0
2234,['sign our card'],sign our card,wish the # notoriousrbg a happy birthday,sign our card,,0.8875013295249914,0.0,1.0,0.0
2235,['senator luther strange'],senator luther strange,senator luther strange,senator luther strange,,0.8875013295249914,0.8875013295249914,1.0,1.0
2236,['raising children in the white house'],raising children,raising children,raising children in the white house,,0.32156176036013995,0.32156176036013995,0.16666666666666666,0.16666666666666666
2237,['bay village pd'],bay village pd,bay village pd,bay village pd,,0.8875013295249914,0.8875013295249914,1.0,1.0
2244,['face of a ghost'],a face,a face in the mirror,face of a ghost,,0.39779005524861877,0.3436754176610978,0.2,0.14285714285714285
2252,['in between race runs'],"october 28 , 2014","october 28 , 2014",in between race runs,,0.0,0.0,0.0,0.0
2255,['nez perce creek'],nez perce crk,nez perce crk,nez perce creek,,0.5616612080957111,0.5616612080957111,0.5,0.5
2256,['hulk hogan and roddy piper'],bryan axelson,bryan axelson,hulk hogan and roddy piper,,0.0,0.0,0.0,0.0
2257,"[""it's the hair and the eyes""]",wounds,tend to his wounds,it's the hair and the eyes,,0.0,0.0,0.0,0.0
2262,['marraiges can begin'],aclu of nebraska,marriages,marraiges can begin,,0.0,0.0,0.0,0.0
2263,['virgin atlantic pilots and team.'],richard branson,richard branson,virgin atlantic pilots and team.,,0.0,0.0,0.0,0.0
2265,['white hart lane'],white hart lane,swansea city fc,white hart lane,,0.8875013295249914,0.0,1.0,0.0
2266,"[""it's stuck on the runway due to weather""]",weather,we are sitting on a runway stuck on a @ delta flight because of weather . so they ' re throwing us a pizza party,it's stuck on the runway due to weather,,0.10794602698650675,0.2776400595673509,0.038461538461538464,0.06097560975609756
2268,['hillary was on the ropeline.'],the ropeline,today on the ropeline,hillary was on the ropeline.,,0.16252821670428894,0.35030844579774084,0.21428571428571427,0.42857142857142855
2269,['to conceal those'],could be perjury,could be perjury,to conceal those,,0.0,0.0,0.0,0.0
2271,['videos are of no consequence.'],videos are of no consequence,videos are of no consequence,videos are of no consequence.,,0.7291176307376644,0.7291176307376644,1.0,1.0
2277,['new york city'],nyc,nyc,new york city,,0.0,0.0,0.0,0.0
2278,['to take nisa home'],to take nisa home to palembang,to take nisa home to palembang,to take nisa home,,0.7693989151996042,0.7693989151996042,0.5555555555555556,0.5555555555555556
2281,['bringing a son into the world'],bringing a son into this world,bringing a son,bringing a son into the world,,0.7242680384048567,0.49033222625690137,0.6111111111111112,0.3333333333333333
2282,['the film he wouldve made'],the film i would ' ve made,the film i would ' ve made,the film he wouldve made,,0.44610376963641507,0.44610376963641507,0.2222222222222222,0.2222222222222222
2283,['position on hyde'],hyde,his personal position on hyde,position on hyde,,0.27480916030534347,0.7877230735428918,0.16666666666666666,0.42857142857142855
2288,['until somalia is freed of all undemocratic elements.'],until somalia is freed of all elements of terror,somalia is freed of all elements of terror,until somalia is freed of all undemocratic elements.,,0.6172101187864957,0.5104741334519058,0.6333333333333333,0.5769230769230769
2289,['unnecessary crises resolved'],unnecessary crisis resolved,"unnecessary crisis resolved , new horizons emerge with a focus on shared challenges . — hassan rouhani ( @ hassanrouhani ) july 14 , 2015",unnecessary crises resolved,,0.48,0.2005571030640669,0.3333333333333333,0.02857142857142857
2292,['andrew morano iii'],me,me,andrew morano iii,,0.0,0.0,0.0,0.0
2293,['he is apparently dead.'],apparently i ' m dead,i ' m dead,he is apparently dead.,,0.1718377088305489,0.0,0.2,0.1
2299,['lawmakers and citizens'],lawmakers and citizens,lawmakers and citizens,lawmakers and citizens,,0.8875013295249914,0.8875013295249914,1.0,1.0
2300,['that you never monkey with the truth'],you never monkey with the truth,""" you never monkey with the truth",that you never monkey with the truth,,0.8253006239056745,0.8028996069710919,0.8181818181818182,0.8181818181818182
2301,['the booking confirmation'],in the booking confirmation and check in,booking confirmation and check in . . . 1 / 4 — virgin australia,the booking confirmation,,0.7081127629188761,0.33103804013499677,0.2727272727272727,0.08823529411764706
2311,['people will make jokes about him.'],make jokes about him,make jokes,people will make jokes about him.,,0.473755158109426,0.32156176036013995,0.5555555555555556,0.16666666666666666
2313,['he thinks mufasa is a legend'],looking forward to working with this legend,looking forward to working with this legend . # mufasa jon favreau,he thinks mufasa is a legend,,0.11631663974151857,0.20168067226890757,0.045454545454545456,0.058823529411764705
2314,['unlocked her voice'],implementing your presence,implementing your presence,unlocked her voice,,0.0,0.0,0.0,0.0
2317,"[""because she's the best actress alive""]",because she ' s only the best actress alive,she ' s only the best actress alive,because she's the best actress alive,,0.6614319985432482,0.5714088015185458,0.4230769230769231,0.45454545454545453
2319,['at least 62.'],62,at least 62,at least 62.,,0.0,0.5616612080957111,0.16666666666666666,1.0
2320,['the thrill is gone'],the thrill is gone,the thrill is gone,the thrill is gone,,0.9113970384220804,0.9113970384220804,1.0,1.0
2322,['as a teammate and a friend.'],a teammate and a friend,teammate,as a teammate and a friend.,,0.6274678405659762,0.14257425742574256,0.7777777777777778,0.05555555555555555
2323,['gave them funding.'],awards funding,develop their safety technology innovations,gave them funding.,,0.0,0.0,0.16666666666666666,0.0
2324,['morthers or girlfriends'],their mothers,girlfriends,morthers or girlfriends,,0.0,0.27480916030534347,0.0,0.16666666666666666
2326,['*there is no tweet shown'],"nichelle nichols ( @ realnichelle ) january 21 , 2013","there is no tweet shown here ' s a photo of nichelle in the oval office meeting w / pres obama last year – a wonderful memory to be sure ! nichelle nichols ( @ realnichelle ) january 21 , 2013",*there is no tweet shown,,0.0,0.30790440487232457,0.0,0.1076923076923077
2327,['wore a #timesup pin'],pushed my head down in a car towards your exposed penis,pushed my head down,wore a #timesup pin,,0.1350844277673546,0.0,0.02631578947368421,0.0
2328,['because beyonce and jay-z will get a divorce.'],if beyonce & jay - z are really getting a divorce,if beyonce & jay - z are really getting a divorce,because beyonce and jay-z will get a divorce.,,0.3638153872743699,0.3638153872743699,0.13333333333333333,0.13333333333333333
2329,"[""didn't honor the pledge""]",didn ' t honor the pledge,didn ' t honor the pledge,didn't honor the pledge,,0.6078776229623228,0.6078776229623228,0.42857142857142855,0.42857142857142855
2336,"['email, facebook, and twitter.']",facebook and twitter,facebook and twitter,"email, facebook, and twitter.",,0.1889763779527559,0.1889763779527559,0.6,0.6
2340,['president donald trump'],kirsten,kirsten,president donald trump,,0.0,0.0,0.0,0.0
2342,"['sulphur springs, w.v.']",millsaps college,millsaps college,"sulphur springs, w.v.",,0.0,0.0,0.0,0.0
2347,['brazil and germany'],cnnworldcup cnn football club,"cnnworldcup cnn football club ( @ cnnfc ) july 8 , 2014",brazil and germany,,0.0,0.0,0.0,0.0
2359,['for groping a female fan'],groping his female fans,groping his female fans,for groping a female fan,,0.6482116151645219,0.6482116151645219,0.14285714285714285,0.14285714285714285
2360,['idps or fg'],fg 2,fg 2,idps or fg,,0.2562277580071174,0.2562277580071174,0.16666666666666666,0.16666666666666666
2361,"[""i don't know.""]",malia,malia colludes with russia . until then . . . shannon watts,i don't know.,,0.0,0.0,0.0,0.0
2363,['as much as possible'],as much as poss .,as much as poss,as much as possible,,0.6354424793735022,0.6656259971437435,0.6,0.6
2370,['she wants him to be impeached.'],impeach trump,"oh yeah , impeach trump",she wants him to be impeached.,,0.0,0.0,0.0,0.0
2371,['strong winds and coastal flooding'],strong winds & coastal flooding,strong winds & coastal flooding,strong winds and coastal flooding,,0.6739934497148535,0.6739934497148535,0.42857142857142855,0.42857142857142855
2375,['ed sheeran i'],ed sheeran,ed sheeran,ed sheeran i,,0.5996383004580546,0.5996383004580546,0.5,0.5
2376,['they garry was too hasty'],i was too hasty,i was too hasty,they garry was too hasty,,0.5535351327598699,0.5535351327598699,0.42857142857142855,0.42857142857142855
2377,['a class act.'],a class act,class act that will be truly missed,a class act.,,0.5616612080957111,0.1914893617021277,1.0,0.13636363636363635
2380,['the affordable care act'],the affordable care act,affordable care act,the affordable care act,,0.9113970384220804,0.6988199445078672,1.0,0.6
2382,['brazil v germany'],brazil v germany,brazil v germany,brazil v germany,,0.8875013295249914,0.8875013295249914,1.0,1.0
2383,['stop now its long over'],stop with alex from target now its long over,ok ok stop with alex from target now its long over,stop now its long over,,0.7544458733383924,0.7077537834575147,0.36666666666666664,0.2894736842105263
2389,['words to describe pain & sympathy'],# ripjustin,ripjustin,words to describe pain & sympathy,,0.0,0.0,0.0,0.0
2391,['he is doing well'],doing well,"mark lippert ( @ mwlippert ) march 5 , 2015",he is doing well,,0.4654650895820811,0.0,0.3,0.0
2392,['never getting over it'],i am never getting over this,never getting over this @ twentyonepilots # thomas,never getting over it,,0.6078776229623228,0.5593495774317172,0.3333333333333333,0.3333333333333333
2394,['less than stellar'],less than stellar,less than stellar,less than stellar,,0.8875013295249914,0.8875013295249914,1.0,1.0
2395,['4 more years'],4 more years,4 more years,4 more years,,0.8875013295249914,0.8875013295249914,1.0,1.0
2396,['to protect young immigrants'],to protect young immigrants,to protect young immigrants,to protect young immigrants,,0.9113970384220804,0.9113970384220804,1.0,1.0
2397,"['dalton hwy, mp 375-412']",dalton hwy,dalton hwy,"dalton hwy, mp 375-412",,0.19889502762430938,0.19889502762430938,0.3,0.3
2400,['he is following his leader.'],i ' m following my leader,i ' m following my leader,he is following his leader.,,0.13872832369942195,0.13872832369942195,0.14285714285714285,0.14285714285714285
2403,['under a boulder'],under a boulder,under a boulder l,under a boulder,,0.8875013295249914,0.8346407487695844,1.0,0.6
2405,['ar disagreed with center officiating'],disagreed with center officiating,disagreed with center officiating,ar disagreed with center officiating,,0.7579185350703372,0.7579185350703372,0.7142857142857143,0.7142857142857143
2407,['transfer deadline day'],transfer deadline day,it ' s about time transfer deadline day,transfer deadline day,,0.8875013295249914,0.6740516426772087,1.0,0.2727272727272727
2408,['house of cards'],shes gonna make everyone pay ! !,houseofcards,house of cards,,0.0,0.0,0.0,0.0
2409,['kat graham and demetrius shipp jr'],@ katgraham and @ dshippjr,pinkett smith,kat graham and demetrius shipp jr,,0.12392426850258174,0.0,0.05555555555555555,0.0
2411,['avengers age of ultron'],too much,too much feels i cannot handle it,avengers age of ultron,,0.0,0.0,0.0,0.0
2412,['the university of maryland'],huw ball ( @ itsmehuw,itsmehuw,the university of maryland,,0.0,0.0,0.0,0.0
2415,['a question to be asked of someone.'],debates,cup holders in movie theater seats but not airplane seats,a question to be asked of someone.,,0.0,0.0,0.0,0.0
2418,['how to help families get ahead'],how to help families get ahead,how to help families get ahead,how to help families get ahead,,0.9367162081329405,0.9367162081329405,1.0,1.0
2419,['maddie and shia'],maddie and shia,maddie and shia,maddie and shia,,0.8875013295249914,0.8875013295249914,1.0,1.0
2421,"['white supremacy, bigotry & racism.']","white supremacy , bigotry & racism","white supremacy , bigotry & racism","white supremacy, bigotry & racism.",,0.4624351215113512,0.4624351215113512,1.0,1.0
2423,['that he is jewish'],"you ' re a rapper , now you trick them into thinking you ' re jewish",thinking you ' re a rapper,that he is jewish,,0.11464968152866244,0.0,0.021739130434782608,0.0
2424,['in the south.'],the south,the south,in the south.,,0.2562277580071174,0.2562277580071174,0.5,0.5
2425,['dial it on her phone'],dial it on my phone n get in trouble,dial it on my phone n get in trouble,dial it on her phone,,0.5850637584330324,0.5850637584330324,0.23333333333333334,0.23333333333333334
2427,['who hurt people'],it ' s not trump who ' s voting now this is the us,"who hurt all these people , what filled all these people with hate . it ' s not trump who ' s voting now this is the us",who hurt people,,0.14145383104125736,0.2787096774193549,0.023809523809523808,0.044444444444444446
